Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,application_method (product.metafields.custom.application_method),backing_plate_thread (product.metafields.custom.backing_plate_thread),badge_text (product.metafields.custom.badge_text),biodegradable (product.metafields.custom.biodegradable),brand (product.metafields.custom.brand),compatible_chemicals (product.metafields.custom.compatible_chemicals),concentrate_or_rtu (product.metafields.custom.concentrate_or_rtu),coverage (product.metafields.custom.coverage),delivery_format (product.metafields.custom.delivery_format),dilution_ratio (product.metafields.custom.dilution_ratio),featured_collection_slot (product.metafields.custom.featured_collection_slot),fit_type (product.metafields.custom.fit_type),fragrance_family (product.metafields.custom.fragrance_family),intensity_level (product.metafields.custom.intensity_level),material_composition (product.metafields.custom.material_composition),orbit_size (product.metafields.custom.orbit_size),pad_cut_level (product.metafields.custom.pad_cut_level),pad_diameter (product.metafields.custom.pad_diameter),pad_material (product.metafields.custom.pad_material),pad_size_compatibility (product.metafields.custom.pad_size_compatibility),ph_level (product.metafields.custom.ph_level),power_source (product.metafields.custom.power_source),pro_tip (product.metafields.custom.pro_tip),psi_rating (product.metafields.custom.psi_rating),recommended_pairing (product.metafields.custom.recommended_pairing),related_products (product.metafields.custom.related_products),reviews (product.metafields.custom.reviews),safe_surfaces (product.metafields.custom.safe_surfaces),scent (product.metafields.custom.scent),sds_url (product.metafields.custom.sds_url),size_guide_url (product.metafields.custom.size_guide_url),snippet (product.metafields.custom.snippet),tank_capacity (product.metafields.custom.tank_capacity),use_case (product.metafields.custom.use_case),video_url (product.metafields.custom.video_url),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
water-spot-remover-5-gallon,WATER SPOT REMOVER 5 Gallon,"<p>RCP's Water Spot Remover in the 5-gallon size is a fast-acting solution formulated to eliminate stubborn water spot stains and mineral deposits from glass and paint. Ideal for high-volume shops and fleet work, this large container tackles the hard-water etching and spotting left behind by sprinklers, rain, and washing in direct sun. Simply apply it to the affected surface, let it work to dissolve the mineral buildup, and wipe or rinse clean to restore clarity and shine. Effective and efficient, it brings cloudy windows and spotted paint back to a clean, polished appearance. Paired with Repel glass cleaner and a quality microfiber towel, Water Spot Remover takes your detailing experience to the next level.</p>",RCP America Partner Portal,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions",,"Needs Approval, Recon Logic",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,164.39,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/transparent-Photoroom_31.png?v=1771509746,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Water Spot Remover,,,,,,lb,,,active
white-lightning-5-gallon,WHITE LIGHTNING 5 Gallon,"<p>RCP's White Lightning in the 5-gallon size is a water-based dressing and protectant that delivers a deep, rich shine while providing reliable UV protection to help prevent fading and cracking over time. Gentle yet effective and free of harsh solvents, it is safe for both interior and exterior use on vinyl, rubber, plastic trim, leather, rubber moldings, hoses, and more. Simply apply it to dashboards, door panels, tires, or trim to restore color, enhance depth, and add a long-lasting, freshly-detailed finish every time. With no centrifugal sling-off, it leaves no streaks or surface haze, producing an ultra-high gloss that is built to last. Paired with Prime Time all-purpose cleaner and a quality applicator, White Lightning takes your detailing experience to the next level.</p>",RCP America Partner Portal,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Waxes, Polishes & Protectants > Protectants",,"Approved, Recon Logic",TRUE,Title,Default Title,,,,,,,,,0,,-1,deny,manual,164.39,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/5247e089-11b072_d321bc07667b45659624d981da12322f_mv2.png?v=1771336209,1,WHITE LIGHTNING image 2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Tire & Trim Dressing,,,,,,lb,,,active
white-lightning-5-gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/f73747c1-11b072_8e563fe2e3074e029948b88fd5078568_mv2.png?v=1771336209,2,WHITE LIGHTNING image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wash-n-gloss-55-gallon,WASH N GLOSS 55 Gallon,"<p>RCP's Wash N Gloss in the 55-gallon drum is a highly concentrated car shampoo blended with rich carnauba wax, built for high-volume shops and fleet washing. This specialty-formulated soap breaks down dirt and lubricates the surface to gently lift away debris without leaving the swirls or scratches caused by friction, all while adding a superior UV and weather-resistant finish. Its pH-balanced formula maintains recently waxed vehicles without stripping wax or sealant coatings, making it perfect for regular washes that keep protection intact. Simply dilute, foam or wash as usual, and rinse easily for a scratch-free clean and a rich, long-lasting shine. Paired with a quality foam cannon, a wash mitt, and an Ultra Plush Drying Towel, Wash N Gloss takes your detailing experience to the next level.</p>",RCP America Partner Portal,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions > Car Shampoo",,"Needs Approval, Recon Logic, Xcite Automotive",TRUE,Title,Default Title,,,,,,,,,0,,-2,deny,manual,292.44,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_ab1fd7de0d1b4114adc7fdd3596e29f2_mv2.jpg?v=1771519476,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Gloss-Enhancing Car Soap,,,,,,lb,,,active
prime-time-55-gallon,PRIME TIME 55 Gallon,"<p>RCP's Prime Time in the 55-gallon drum is a highly concentrated, heavy-duty all-purpose cleaner built for high-volume detailing shops and fleet operations. Biodegradable, non-caustic, and top-performing, it keeps both hard and soft surfaces in their prime while tackling black streaks, love bugs, marks, and stains across interior and exterior surfaces. Safe for interior surfaces, fabrics, and leather, it can be diluted to the right strength for everything from light interior cleaning to tougher exterior jobs. Simply dilute to your preferred ratio, apply, agitate as needed, and wipe or rinse away grime, leaving behind a rich, fresh, clean scent. Paired with a quality sprayer, microfiber towels, and the rest of the RCP lineup, Prime Time takes your detailing experience to the next level.</p>",RCP America Partner Portal,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > All-Purpose Cleaners,,"Needs Approval, Recon Logic, Xcite Automotive",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,292.44,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_f2535eded0fe4d709e83531ffe2e3f03_mv2_1.jpg?v=1771518939,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk All-Purpose Cleaner,,,,,,lb,,,active
power-kleen-55-gallon,POWER KLEEN 55 Gallon,"<p>RCP's Power Kleen in the 55-gallon drum is a highly concentrated, heavy-duty all-purpose cleaner and degreaser built for high-volume shops and demanding fleet work. Suitable for multiple surfaces inside and out, it penetrates tough grease, oil, and dirt on contact and performs especially well as an engine degreaser and a tire, white wall, and floor cleaner. Simply dilute to the appropriate strength, apply to the surface, and in just seconds it creates a barrier between the stain and surface so you can wipe away even the toughest grime. Biodegradable, non-abrasive, non-flammable, and phosphate-free, it is effective across auto, home, marine, farm, and shop applications. Paired with a quality sprayer and a stiff detailing brush, Power Kleen takes your degreasing and cleaning to the next level.</p>",RCP America Partner Portal,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > All-Purpose Cleaners,,"Needs Approval, Recon Logic, Xcite Automotive",TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,159.56,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/81e6ee96-11b072_18b517695d83440585d5235e81a0d713_mv2.png?v=1771281488,1,POWER KLEEN image 6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Heavy-Duty Degreaser,,,,,,lb,,,active
alcohol-5-gallon,Alcohol 5 Gallon,"<p>RCP's Alcohol 5 Gallon is a fast-evaporating, multi-purpose cleaner built for the demands of professional detail shops and busy industrial environments, while remaining versatile enough for everyday domestic use. This ready-to-use solution effectively removes contaminants, residues, and soils from a wide range of hard, non-porous surfaces, making it ideal for prep work and general cleaning ahead of coating, polishing, or finishing jobs. Because the formula evaporates quickly and leaves minimal residue behind, it delivers clean, sanitized surfaces without the wait. Whether you're degreasing equipment or wiping down panels before the next step, RCP's Alcohol 5 Gallon offers consistent, dependable performance in both professional and household settings. Paired with our microfiber towels and the rest of the RCP lineup, it's a reliable foundation for every job.</p>",RCP America Partner Portal,"Hardware > Building Consumables > Solvents, Strippers & Thinners > Solvents",,"Approved, Recon Logic",TRUE,Title,Default Title,,,,,,,,,0,,-3,deny,manual,67.83,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/transparent-Photoroom_31.png?v=1771509746,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Isopropyl Alcohol Solution,,,,,,lb,,,active
kopperhead-55-gallon,Kopperhead 55 Gallon,"<p>RCP's Kopperhead 55 Gallon is a premium non-acid wheel and tire cleaner formulated to cling to the wheel for maximum contact and a deeper clean, sized for high-volume detail shops, car washes, and fleet operations. Engineered to take on corrosive brake dust, oil, and grease, Kopperhead is gentle and safe enough for use on all clear coated, factory painted, and chrome wheels, so you can trust it across a wide variety of vehicles. Use it to eliminate heavy deposits of dirt, grease, and brake dust, and reach for it as well to remove love bugs, clean white walls, or even degrease an engine bay. It leaves wheels and tires clean and bright every time, restoring that freshly detailed look without harsh acids. Paired with a foam gun or pressure sprayer and an RCP wheel brush, this bulk-sized Kopperhead keeps your operation moving at full speed.</p>",RCP America Partner Portal,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions > Wheel Cleaners",,"Needs Approval, Recon Logic, Xcite Automotive",TRUE,Title,Default Title,,,,,,,,,0,,-2,deny,manual,218.47,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/transparent-Photoroom_30.png?v=1771509285,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Non-Acid Wheel Cleaner,,,,,,lb,,,active
kannonball-55-gallon,Kannonball 55 Gallon,"<p>RCP's Kannonball 55 Gallon is a highly concentrated foam cannon car wash soap, formulated to lay down a thick, clinging layer of foam that breaks down dirt and lubricates the surface so debris lifts away without the swirls or scratches caused by friction, all in a bulk size built for high-volume shops and wash bays. Designed for use in a two-step wash system, Kannonball is ideal for ceramic maintenance washes and rinses off spot-free, leaving behind a superior UV-resistant finish with a rich, long-lasting shine. Its versatile formula is suitable for cleaning ceramic, porcelain, and other surfaces, making it a go-to in professional and commercial settings alike. Simply load it into your foam cannon, blanket the vehicle, and let the foam do the work before your gentle wash. Paired with the Foam Cannon, a quality wash pad, and an Ultra Plush Drying Towel, Kannonball takes your detailing experience to the next level.</p>",RCP America Partner Portal,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions > Car Shampoo",,"Needs Approval, Recon Logic, Xcite Automotive",TRUE,Title,Default Title,,,,,,,,,0,shopify,96,deny,manual,284.91,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/transparent-Photoroom_30.png?v=1771509285,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Foam Cannon Soap,,,,,,lb,,,active
carpet-spotter,Carpet Spotter RCP,"<p>RCP's Carpet Spotter is a powerful, fast-acting spot remover formulated to instantly break down and lift tough stains from carpet and fabric surfaces, without the need for heavy rubbing or scrubbing. Designed for both automotive and household use, its advanced formula penetrates deep into fibers to target stubborn spots at the source while helping preserve the look and feel of the material. Whether you're tackling a fresh spill in the back seat or an emergency stain on the living room rug, Carpet Spotter makes it a quick, go-to solution for everyday cleanups. Just apply, let it work, and blot away the lifted stain for fast, professional-grade results. Paired with a quality microfiber towel and the rest of the RCP interior lineup, Carpet Spotter keeps fabrics looking fresh and freshly detailed.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Carpet & Upholstery Cleaners",,,TRUE,Size,Aerosol,,,,,,,,SP676,454,shopify,10,deny,manual,11.69,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpet & Upholstery Spot Cleaner,,,,,,g,,,active
alcohol,Alcohol,"<p><strong>DESCRIPTION:</strong></p>
<p>ALCOHOL is a fast-evaporating, multi-purpose cleaner designed for industrial and domestic use. It effectively removes contaminants, residues, and soils while helping maintain clean and sanitized surfaces.</p>
<p><strong>KEY FEATURES:</strong></p>
<p>• Fast-evaporating formula – leaves minimal residue<br>• Effective surface cleaner and degreaser<br>• Suitable for a wide range of hard, non-porous surfaces<br>• Ideal for prep work and general cleaning applications<br>• Convenient, ready-to-use solution<br>• Consistent performance in professional and household environments</p>
<p><strong>INSTRUCTIONS:</strong></p>
<p>Begin cleaning. Heavily soiled surfaces may require scrubbing.</p>
<p>Once finished, rinse treated and surrounding areas thoroughly.</p>",RCP America Partner Portal,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > Glass & Surface Cleaners > Multi-surface Cleaners,,"Approved, Recon Logic",TRUE,Size,1 Gallon,,,,,,,,Alcohol-1G,0,shopify,100,deny,manual,33.79,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/Gemini_Generated_Image_wl81jpwl81jpwl81.png?v=1781811301,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/Gemini_Generated_Image_wl81jpwl81jpwl81.png?v=1781811301,lb,,,active
alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/transparent-Photoroom_29.png?v=1771443129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microfiber-towels-36-pk,MICROFIBER TOWELS - 36/pk,"<p>RCP's Microfiber Towels, sold in a convenient 36-pack, are an essential for any detailer, weekend enthusiast, or busy shop that goes through towels fast. These scratch-free microfibers are lint-free and ultra-absorbent, making them ideal for everything from applying product and buffing off wax to drying panels and wiping down interiors without leaving streaks or marring delicate finishes. Each towel measures 16 inches by 16 inches and is built from an 80% polyester, 20% polyamide blend that locks in moisture and lifts away dirt with ease. Keep a stack on hand for two-bucket washes, spray wax applications, glass cleaning, and final touch-ups so you always have a fresh towel ready. Paired with any of our cleaners, waxes, or dressings, these microfiber towels help take your detailing experience to the next level.</p>",RCP America Partner Portal,Home & Garden > Household Supplies > Household Cleaning Supplies > Shop Towels & General-Purpose Cleaning Cloths,,"Approved, Recon Logic",TRUE,Color,#84E9FF:BLUE,,,,,,,,'20277,10000,,0,deny,manual,63.99,63.99,FALSE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_c4dde50f19b84f63b3b56e854fcfa5c0_mv2.jpg?v=1771437858,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microfiber Towel Bulk Pack,,,,,,kg,,,active
microfiber-towels-36-pk,,,,,,,,,#42FF6C:GREEN,,,,,,,,'20277,10000,,0,deny,manual,63.99,63.99,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
microfiber-towels-36-pk,,,,,,,,,#ffff00:YELLOW,,,,,,,,'20277,10000,,0,deny,manual,63.99,63.99,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
microfiber-towels-36-pk,,,,,,,,,#ffa500:ORANGE,,,,,,,,'20277,10000,,0,deny,manual,63.99,63.99,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tornador-repair-kit-weighted-straw,Tornador Weighted Tube Assembly,"<p>RCP's Tornador Weighted Tube Assembly is a high-quality silicone replacement tube designed to keep your Tornador cleaning gun running like new. This durable pickup tube draws product or cleaning solution smoothly and consistently, so your tool delivers the powerful, swirling cleaning action that makes the Tornador a detailer's favorite for interiors, vents, and hard-to-reach areas. When your original tube wears out or cracks over time, this weighted assembly is the simple, reliable fix to restore full performance. Easy to install, it lets you get back to deep-cleaning carpets, upholstery, and crevices without missing a beat. Paired with the Tornador Repair Kit and your favorite RCP interior cleaner, this weighted tube assembly keeps your detailing setup performing at its best.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,CT-101,454,shopify,10,deny,manual,40.29,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornador Weighted Tube Assembly,,,,,,g,,,active
tornador-repair-kit-tube-and-weighted-straw,Tornador Repair KIT,"<p>RCP's Tornador Repair Kit is the must-have maintenance bundle for the Tornador Classic Car Cleaning Gun and the Tornador Air Blow Out Tool, putting the most common wear parts in one convenient package. The kit includes the CT-100 plastic cone, the CT-101 weighted tube assembly, and the CT-102 plastic washer, exactly the components that wear out with regular professional use. When your Tornador starts losing its signature swirling cleaning action, swapping in these fresh parts restores full performance so you can keep deep-cleaning interiors, vents, and tight crevices without interruption. Easy to install and built to last, this kit minimizes downtime and keeps your tools working like the day you bought them. Paired with your favorite RCP interior cleaner, the Tornador Repair Kit keeps your detailing setup running at its very best.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,CT-200,454,shopify,10,deny,manual,71.49,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornador Tool Repair Kit,,,,,,g,,,active
wipeout-odor-eliminator-system,Wipe OUT Odor Eliminator,"<p>RCP's Wipe OUT Odor Eliminator is a professional-grade interior air freshener built to do more than simply mask unpleasant smells, going after odors at the source for a genuinely fresh result. It eliminates unwanted odors and destroys musty and tobacco smoke smells, making it ideal for refreshing vehicles, detail shops, dealerships, rental fleets, and other spaces where a clean atmosphere matters. Once applied, it leaves behind a long-lasting fragrance that keeps interiors smelling clean long after the job is done. Use it as the finishing touch on any interior detail to leave customers with that fresh, just-detailed impression. Paired with our interior shampoo, fabric cleaner, and scent wafers, Wipe OUT takes your interior detailing experience to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Vehicle Air Fresheners",Interior Air Fresheners,Interior Air Fresheners,TRUE,Title,Default Title,,,,,,,,ASDTX,0,shopify,10,deny,manual,33.79,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interior Odor Eliminator,,,,,,g,,,active
lacquer-thinner,Lacquer Thinner,"<p>RCP's Lacquer Thinner is a powerful multi-purpose solvent designed for the toughest cleaning jobs across automotive, industrial, and household environments. It works quickly to break down paint, grease, and stubborn residue, making it ideal for cleaning brushes, tools, and equipment immediately after use so nothing has a chance to dry and harden. Its fast-evaporating formula means efficient cleanup with minimal waiting, keeping your workflow moving on professional and general-purpose projects alike. Whether you're prepping equipment, removing residue, or handling heavy-duty cleanup, Lacquer Thinner delivers reliable, hard-hitting performance every time. Paired with the rest of the RCP solvent and prep lineup, it's a versatile workhorse for any shop or garage.</p>",RCP America,Uncategorized,Solvents/Removers,Solvents/Removers,TRUE,Size,55 Gallons-FREE SHIPPING,,,,,,,,'5055,249476,shopify,10,deny,manual,750.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/Gemini_Generated_Image_5eet4o5eet4o5eet.png?v=1782159877,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
lacquer-thinner,,,,,,,,,55 Gallons,,,,,,,,,249476,shopify,10,deny,manual,28.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_c6ab9c9d07de418196b3b690d576a8f0_mv2.png?v=1781634360,2,LACQUER THINNER - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lacquer-thinner,,,,,,,,,1 Gallon,,,,,,,,'5001,4536,shopify,10,deny,manual,21.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_7de6e3a7664046e2876bc0eca2d8338d_mv2_59ac031e-3382-4d55-997a-7cc9d8ed4016.png?v=1781634357,3,LACQUER THINNER - image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lacquer-thinner,,,,,,,,,5 Gallons,,,,,,,,T1501,22680,shopify,10,deny,manual,28.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
clear-acid,Clear Acid,"<p>RCP's Clear Acid is a professional-grade, acid-based wheel cleaner engineered to cut through the toughest brake dust, oxidation, and road grime that ordinary cleaners leave behind. Its clinging formula ensures maximum contact time, quickly breaking down corrosion and restoring a brilliant shine to coated, chrome, and aluminum wheels, whether you're detailing a daily driver or cleaning big rig aluminum. Built for powerful cleaning action, Clear Acid removes brake dust, oil, and heavy grime fast, delivering the deep clean and shine that professionals trust when used with proper dilution. For best and safest results, always dilute according to directions and rinse thoroughly. Paired with a foam gun or sprayer, a dedicated wheel brush, and an RCP drying towel, Clear Acid takes your wheel detailing to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions > Wheel Cleaners",Wheel Cleaner,"Featured Products, Wheel Cleaner",TRUE,Size,16oz,,,,,,,,'2216,0,shopify,10,deny,manual,21.99,24.99,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/ClearAcid16OunceVertical_5c527fd0-9eef-4cfa-adfa-0adb06f22668.png?v=1783965425,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'12,,,,,Acid-Based Wheel Cleaner,,,,,,lb,,,active
clear-acid,,,,,,,,,32oz,,,,,,,,2200-32,0,shopify,10,deny,manual,25.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_671d13d103704d829018fcac3f213ea2_mv2_3cc30a83-6640-4d4d-9733-06d58f3a6402.png?v=1781634336,2,CLEAR ACID - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
clear-acid,,,,,,,,,1 Gallon,,,,,,,,'2201,4536,shopify,10,deny,manual,28.59,24.99,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/ClearAcid1Gallon.png?v=1782314856,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/ClearAcid1Gallon.png?v=1782314856,g,,,
clear-acid,,,,,,,,,5 Gallon,,,,,,,,'2205,22680,shopify,10,deny,manual,77.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/clear-acid_5-gallon.png?v=1783962827,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/clear-acid_5-gallon.png?v=1783962827,g,,,
clear-acid,,,,,,,,,55 Gallon,,,,,,,,'2255,249476,shopify,10,deny,manual,397.79,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/ClearAcid16Ounce.png?v=1781643881,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
clear-acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_f25c6b0495f54d80ab6b2939884eba1b_mv2_916b85f8-1124-495b-b6f1-332a2f479f5d.png?v=1781634337,6,CLEAR ACID - image 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kannonball,Kannonball,"<p>Kannonball Foam Cannon Car Wash Soap:</p><p> </p><p>KANNONBALL is a highly concentrated foam cannon soap that is specifically formulated to lay a thick layer of foam that will break down dirt and lubricate the surface to remove dirt and debris without leaving swirls or scratches caused by friction.</p><p> </p><p>When using a two step wash system, KANNONBALL is ideal for ceramic maintenance washes and will also rinse off spot-free to leave behind a superior UV resistant finish with a rich, long lasting shine. Suitable for cleaning ceramic, porcelain, and other surfaces. Kannonball is ideal for cleaning in professional and industrial settings, providing a durable, high-gloss finish with long-lasting results.</p><p> </p><ul>	<li>Ideal for foam guns/cannons </li>	<li>Formulated to remove dirt &amp; debris</li>	<li>Leaves a protective finish &amp; rinses residue-free</li>	<li>Non-toxic, drain-safe &amp; biodegradable</li>	<li>Ph Balanced Formula</li>
</ul><p> </p><p>1g Barcode: 809555958190 , SKU: 3201</p><p>5g Barcode: 00003205 , SKU: 3205</p><p>55g Barcode: 00003255 , SKU: 3255</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions > Car Shampoo",Best Sellers,"Best Sellers, Car Wash Soaps, Featured Products",TRUE,Size,1 Gallon,,,,,,,,'3201,4536,shopify,10,deny,manual,19.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_12ad582a01b3403e992b8fd7dc5a84c1_mv2_d20b802a-6e12-4241-932e-0f3f05a6a75c.jpg?v=1781634345,1,KANNONBALL - image 5,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentrated Foam Cannon Soap,,,,,,g,,,active
kannonball,,,,,,,,,55 Gallons,,,,,,,,,249476,shopify,10,deny,manual,28.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_14c5fa6a1c6c40aa921b107cdc6f91ec_mv2.png?v=1781634350,2,KANNONBALL - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
kannonball,,,,,,,,,5 Gallons,,,,,,,,'3205,22680,shopify,10,deny,manual,61.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/Gemini_Generated_Image_dqki9rdqki9rdqki.png?v=1781793656,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
